aucs1,aucs2,aucsFused,corrs
0.996336996337,0.961538461538,0.990842490842,0.958343257923
0.965201465201,0.897435897436,0.945054945055,0.950158640383
0.95652173913,0.925724637681,0.945652173913,0.959140833593
0.94384057971,0.903985507246,0.934782608696,0.966363774733
0.980072463768,0.949275362319,0.967391304348,0.963796036656
0.967391304348,0.938405797101,0.960144927536,0.957086940935
0.963636363636,0.898181818182,0.954545454545,0.942152511475
0.970909090909,0.923636363636,0.96,0.966668845653
0.983636363636,0.96,0.98,0.963146113391
0.947463768116,0.900362318841,0.932971014493,0.960879204759
0.996336996337,0.954212454212,0.992673992674,0.964522533463
0.947463768116,0.911231884058,0.929347826087,0.964935903172
0.938181818182,0.896363636364,0.925454545455,0.962141265027
0.968045112782,0.941729323308,0.958646616541,0.965077935837
0.987179487179,0.950549450549,0.985347985348,0.955011747747
0.981481481481,0.942592592593,0.97037037037,0.963855557243
0.980842911877,0.942528735632,0.973180076628,0.943232302395
0.953703703704,0.881481481481,0.935185185185,0.942913840411
0.990740740741,0.966666666667,0.988888888889,0.950301364272
0.976449275362,0.963768115942,0.971014492754,0.958484837366
0.972826086957,0.952898550725,0.971014492754,0.950983684578
0.994444444444,0.974074074074,0.992592592593,0.965408008698
0.997916666667,0.99375,0.995833333333,0.961171285578
0.988888888889,0.942592592593,0.975925925926,0.962447465243
0.965579710145,0.947463768116,0.965579710145,0.955142950732
0.981203007519,0.904135338346,0.964285714286,0.945750535139
0.977011494253,0.959770114943,0.977011494253,0.964324654604
0.989090909091,0.96,0.983636363636,0.975137098517
0.965579710145,0.93115942029,0.952898550725,0.962139632048
0.998188405797,0.976449275362,0.994565217391,0.954487355816
0.95652173913,0.88768115942,0.938405797101,0.948944261075
0.959770114943,0.902298850575,0.937119675456,0.93582389966
0.968045112782,0.924812030075,0.953007518797,0.94414866351
0.97037037037,0.953703703704,0.966666666667,0.954200154527
0.971804511278,0.945488721805,0.962406015038,0.966107129079
0.958333333333,0.907608695652,0.940217391304,0.949755396854
0.965579710145,0.93115942029,0.961956521739,0.956795940308
0.97962962963,0.95,0.97037037037,0.959208701725
0.981884057971,0.960144927536,0.978260869565,0.962581023598
0.978181818182,0.932727272727,0.969090909091,0.958823690218
0.954545454545,0.923636363636,0.94,0.973196233317
0.98731884058,0.952898550725,0.976449275362,0.961993294489
0.978021978022,0.954212454212,0.972527472527,0.964448551613
0.952727272727,0.925454545455,0.947272727273,0.958778808221
0.985454545455,0.929090909091,0.972727272727,0.933637485033
0.963601532567,0.931034482759,0.952107279693,0.963008136952
0.944444444444,0.885185185185,0.933333333333,0.953594732816
0.989090909091,0.949090909091,0.974545454545,0.961204223916
0.951851851852,0.938888888889,0.951851851852,0.958010106241
0.981684981685,0.952380952381,0.972527472527,0.958697490982
0.955555555556,0.892592592593,0.938888888889,0.960042073767
0.984962406015,0.934210526316,0.971804511278,0.96464700774
1.0,0.98,0.996363636364,0.962716472391
0.965579710145,0.94384057971,0.95652173913,0.96198299626
0.981884057971,0.932971014493,0.967391304348,0.954165214502
0.958181818182,0.92,0.949090909091,0.949996481531
0.978181818182,0.952727272727,0.970909090909,0.972169412669
0.96992481203,0.921052631579,0.960526315789,0.952042075076
0.950549450549,0.90293040293,0.943223443223,0.95214377083
0.961538461538,0.917582417582,0.959706959707,0.950654779817
0.989010989011,0.96336996337,0.981684981685,0.960731615168
0.96,0.912727272727,0.949090909091,0.945297652813
0.950909090909,0.892727272727,0.937142857143,0.924434424002
0.977777777778,0.946296296296,0.968518518519,0.960090498969
0.974545454545,0.934545454545,0.965454545455,0.949055499871
0.959259259259,0.911111111111,0.95,0.964836573738
0.996336996337,0.968864468864,0.994505494505,0.962406079764
0.970695970696,0.924908424908,0.956043956044,0.949796929152
0.971014492754,0.916666666667,0.954710144928,0.946107662914
0.994565217391,0.960144927536,0.983695652174,0.967722190422
0.942028985507,0.907608695652,0.925724637681,0.955711078408
0.965579710145,0.925724637681,0.951086956522,0.956130184376
0.963768115942,0.916666666667,0.951086956522,0.946828993257
0.956363636364,0.916363636364,0.950909090909,0.946664291269
0.978021978022,0.908424908425,0.954212454212,0.948104713782
0.970695970696,0.915750915751,0.954212454212,0.953505654899
0.97619047619,0.959706959707,0.97619047619,0.956820338526
1.0,0.962962962963,0.996296296296,0.95671158467
0.978181818182,0.934545454545,0.972727272727,0.948079911909
0.998148148148,0.972222222222,0.994444444444,0.956037315296
